tanggal,provinsi,total_kasus,sembuh_harian,kasus_harian,net_harian
2020-10-26,Sulbar,192,0,1,1
2020-10-27,Sulbar,169,32,9,-23
2020-10-28,Sulbar,170,0,3,3
2020-10-29,Sulbar,170,0,0,0
2020-10-30,Sulbar,190,7,27,20
2020-10-31,Sulbar,189,3,2,-1
2020-11-01,Sulbar,182,14,7,-7
2020-11-02,Sulbar,181,1,0,-1
2020-11-03,Sulbar,185,0,5,5
2020-11-04,Sulbar,185,1,1,0
2020-11-05,Sulbar,175,20,10,-10
2020-11-06,Sulbar,186,1,12,11
2020-11-07,Sulbar,337,10,162,152
2020-11-08,Sulbar,344,2,9,7
2020-11-09,Sulbar,378,1,35,34
2020-11-10,Sulbar,376,2,0,-2
2020-11-11,Sulbar,387,2,13,11
2020-11-12,Sulbar,384,14,12,-2
2020-11-13,Sulbar,373,15,4,-11
2020-11-14,Sulbar,365,16,8,-8
2020-11-15,Sulbar,347,21,3,-18
2020-11-16,Sulbar,346,6,5,-1
2020-11-17,Sulbar,349,3,6,3
2020-11-18,Sulbar,349,1,2,1
2020-11-19,Sulbar,367,11,29,18
2020-11-20,Sulbar,359,12,6,-6
2020-11-21,Sulbar,359,6,6,0
2020-11-22,Sulbar,358,10,9,-1
2020-11-23,Sulbar,347,13,2,-11
2020-11-24,Sulbar,348,1,2,1
2020-11-25,Sulbar,133,217,2,-215
2020-11-26,Sulbar,142,15,25,10
2020-11-27,Sulbar,160,4,22,18
2020-11-28,Sulbar,178,12,30,18
2020-11-29,Sulbar,178,7,7,0
2020-11-30,Sulbar,167,18,7,-11
2020-12-01,Sulbar,155,15,3,-12
2020-12-02,Sulbar,149,5,0,-5
2020-12-03,Sulbar,137,14,2,-12
2020-12-04,Sulbar,150,8,21,13
2020-12-05,Sulbar,142,22,16,-6
2020-12-06,Sulbar,142,3,3,0
2020-12-07,Sulbar,140,4,2,-2
2020-12-08,Sulbar,140,8,9,1
2020-12-09,Sulbar,143,5,8,3
2020-12-10,Sulbar,148,1,7,6
2020-12-11,Sulbar,148,3,3,0
2020-12-12,Sulbar,153,5,10,5
2020-12-13,Sulbar,177,5,29,24
2020-12-14,Sulbar,179,1,3,2
2020-12-15,Sulbar,194,6,21,15
2020-12-16,Sulbar,185,19,10,-9
2020-12-17,Sulbar,199,13,27,14
2020-12-18,Sulbar,196,9,11,2
2020-12-19,Sulbar,234,1,39,38
2020-12-20,Sulbar,230,22,18,-4
2020-12-21,Sulbar,240,0,10,10
2020-12-22,Sulbar,243,9,12,3
2020-12-23,Sulbar,267,5,30,25
2020-12-24,Sulbar,312,15,63,48
2020-12-25,Sulbar,317,2,7,5
2020-12-26,Sulbar,300,31,15,-16
2020-12-27,Sulbar,312,11,24,13
2020-12-28,Sulbar,319,1,9,8
2020-12-29,Sulbar,326,11,19,8
2020-12-30,Sulbar,338,6,18,12
2020-12-31,Sulbar,355,10,27,17
2021-01-01,Sulbar,365,1,13,12
2021-01-02,Sulbar,370,1,6,5
2021-01-03,Sulbar,381,13,24,11
2021-01-04,Sulbar,401,0,22,22
2021-01-05,Sulbar,400,4,4,0
2021-01-06,Sulbar,400,9,10,1
2021-01-07,Sulbar,408,21,33,12
2021-01-08,Sulbar,435,19,47,28
2021-01-09,Sulbar,509,11,86,75
2021-01-10,Sulbar,583,23,99,76
2021-01-11,Sulbar,582,11,11,0
2021-01-12,Sulbar,630,20,72,52
2021-01-13,Sulbar,642,5,18,13
2021-01-14,Sulbar,779,3,143,140
2021-01-15,Sulbar,780,1,2,1
2021-01-16,Sulbar,780,0,0,0
2021-01-17,Sulbar,767,12,0,-12
2021-01-18,Sulbar,755,12,0,-12
2021-01-19,Sulbar,771,0,16,16
2021-01-20,Sulbar,755,17,2,-15
2021-01-21,Sulbar,988,4,241,237
2021-01-22,Sulbar,1011,80,104,24
2021-01-23,Sulbar,1199,13,203,190
2021-01-24,Sulbar,1238,29,68,39
2021-01-25,Sulbar,1264,21,47,26
2021-01-26,Sulbar,1314,9,61,52
2021-01-27,Sulbar,1353,15,57,42
2021-01-28,Sulbar,1431,27,108,81
2021-01-29,Sulbar,1478,32,79,47
2021-01-30,Sulbar,1565,26,116,90
2021-01-31,Sulbar,1549,112,99,-13
2021-02-01,Sulbar,1564,31,48,17
2021-02-02,Sulbar,1649,28,114,86
2021-02-03,Sulbar,1746,93,190,97
2021-02-04,Sulbar,1826,20,100,80
2021-02-05,Sulbar,1874,0,48,48
2021-02-06,Sulbar,1881,140,148,8
2021-02-07,Sulbar,1908,59,88,29
2021-02-08,Sulbar,1916,22,31,9
2021-02-09,Sulbar,2046,49,179,130
2021-02-10,Sulbar,2035,34,23,-11
2021-02-11,Sulbar,2001,60,27,-33
2021-02-12,Sulbar,1994,45,39,-6
2021-02-13,Sulbar,1986,102,95,-7
2021-02-14,Sulbar,1878,113,7,-106
2021-02-15,Sulbar,1880,12,14,2
2021-02-16,Sulbar,1887,30,38,8
2021-02-17,Sulbar,1923,36,73,37
2021-02-18,Sulbar,1915,39,31,-8
2021-02-19,Sulbar,1601,329,17,-312
2021-02-20,Sulbar,1572,56,29,-27
2021-02-21,Sulbar,1560,25,14,-11
2021-02-22,Sulbar,1540,26,6,-20
2021-02-23,Sulbar,1573,56,89,33
2021-02-24,Sulbar,1534,49,10,-39
2021-02-25,Sulbar,1509,30,7,-23
2021-02-26,Sulbar,1448,77,17,-60
2021-02-27,Sulbar,1411,43,6,-37
2021-02-28,Sulbar,1285,128,3,-125
2021-03-01,Sulbar,1191,104,11,-93
2021-03-02,Sulbar,1124,99,32,-67
2021-03-03,Sulbar,1074,51,2,-49
2021-03-04,Sulbar,1033,43,3,-40
2021-03-05,Sulbar,997,50,14,-36
2021-03-06,Sulbar,910,89,4,-85
2021-03-07,Sulbar,885,31,7,-24
2021-03-08,Sulbar,864,24,3,-21
2021-03-09,Sulbar,860,10,6,-4
2021-03-10,Sulbar,832,28,0,-28
2021-03-11,Sulbar,832,8,8,0
2021-03-12,Sulbar,765,71,4,-67
2021-03-13,Sulbar,682,91,9,-82
2021-03-14,Sulbar,642,43,3,-40
2021-03-15,Sulbar,638,7,3,-4
2021-03-16,Sulbar,565,75,2,-73
2021-03-17,Sulbar,545,23,3,-20
2021-03-18,Sulbar,529,17,1,-16
2021-03-19,Sulbar,512,31,14,-17
2021-03-20,Sulbar,431,81,0,-81
2021-03-21,Sulbar,383,51,3,-48
2021-03-22,Sulbar,314,71,2,-69
2021-03-23,Sulbar,272,42,0,-42
2021-03-24,Sulbar,266,5,1,-4
2021-03-25,Sulbar,242,25,1,-24
2021-03-26,Sulbar,196,46,0,-46
2021-03-27,Sulbar,190,7,1,-6
2021-03-28,Sulbar,191,2,3,1
2021-03-29,Sulbar,143,49,1,-48
2021-03-30,Sulbar,136,7,0,-7
2021-03-31,Sulbar,133,3,1,-2
2021-04-01,Sulbar,130,4,1,-3
2021-04-02,Sulbar,129,4,3,-1
2021-04-03,Sulbar,130,0,1,1
2021-04-04,Sulbar,133,0,3,3
2021-04-05,Sulbar,124,9,0,-9
2021-04-06,Sulbar,113,11,1,-10
2021-04-07,Sulbar,85,29,1,-28
2021-04-08,Sulbar,59,29,3,-26
2021-04-09,Sulbar,59,6,6,0
2021-04-10,Sulbar,62,0,3,3
2021-04-11,Sulbar,61,1,0,-1
2021-04-12,Sulbar,62,1,3,2
2021-04-13,Sulbar,66,2,6,4
2021-04-14,Sulbar,67,0,1,1
2021-04-15,Sulbar,67,1,1,0
2021-04-16,Sulbar,64,5,4,-1
2021-04-17,Sulbar,64,1,1,0
2021-04-18,Sulbar,61,4,1,-3
2021-04-19,Sulbar,65,0,4,4
2021-04-20,Sulbar,70,1,6,5
2021-04-21,Sulbar,80,0,10,10
2021-04-22,Sulbar,86,1,7,6
2021-04-23,Sulbar,84,4,2,-2
2021-04-24,Sulbar,86,1,3,2
2021-04-25,Sulbar,83,9,6,-3
2021-04-26,Sulbar,81,1,0,-1
2021-04-27,Sulbar,74,8,1,-7
2021-04-28,Sulbar,77,1,4,3
2021-04-29,Sulbar,77,0,0,0
2021-04-30,Sulbar,76,1,0,-1
2021-05-01,Sulbar,79,0,3,3
2021-05-02,Sulbar,94,6,22,16
2021-05-03,Sulbar,92,4,2,-2
2021-05-04,Sulbar,85,7,0,-7
2021-05-05,Sulbar,83,3,1,-2
2021-05-06,Sulbar,75,8,0,-8
2021-05-07,Sulbar,74,2,1,-1
2021-05-08,Sulbar,72,2,0,-2
2021-05-09,Sulbar,68,7,3,-4
2021-05-10,Sulbar,68,2,2,0
2021-05-11,Sulbar,71,0,3,3
2021-05-12,Sulbar,71,1,2,1
2021-05-13,Sulbar,71,0,0,0
2021-05-14,Sulbar,71,0,0,0
2021-05-15,Sulbar,56,20,5,-15
2021-05-16,Sulbar,56,0,0,0
2021-05-17,Sulbar,56,3,3,0
2021-05-18,Sulbar,45,13,2,-11
2021-05-19,Sulbar,45,0,0,0
2021-05-20,Sulbar,44,1,0,-1
2021-05-21,Sulbar,39,6,1,-5
2021-05-22,Sulbar,37,3,1,-2
2021-05-23,Sulbar,34,3,0,-3
2021-05-24,Sulbar,31,3,0,-3
2021-05-25,Sulbar,24,7,0,-7
2021-05-26,Sulbar,24,0,0,0
2021-05-27,Sulbar,24,0,0,0
2021-05-28,Sulbar,26,1,3,2
2021-05-29,Sulbar,25,1,0,-1
2021-05-30,Sulbar,21,4,0,-4
2021-05-31,Sulbar,21,0,0,0
2021-06-01,Sulbar,21,0,0,0
2021-06-02,Sulbar,27,1,8,7
2021-06-03,Sulbar,36,0,9,9
2021-06-04,Sulbar,81,4,49,45
2021-06-05,Sulbar,91,0,10,10
2021-06-06,Sulbar,93,0,2,2
2021-06-07,Sulbar,92,1,0,-1
2021-06-08,Sulbar,91,2,1,-1
2021-06-09,Sulbar,104,0,13,13
2021-06-10,Sulbar,102,7,5,-2
2021-06-11,Sulbar,103,1,2,1
2021-06-12,Sulbar,109,7,13,6
2021-06-13,Sulbar,90,19,0,-19
2021-06-14,Sulbar,89,3,2,-1
2021-06-15,Sulbar,93,0,4,4
2021-06-16,Sulbar,94,1,2,1
2021-06-17,Sulbar,90,10,6,-4
2021-06-18,Sulbar,73,21,4,-17
2021-06-19,Sulbar,74,4,5,1
2021-06-20,Sulbar,96,4,26,22
2021-06-21,Sulbar,98,0,2,2
2021-06-22,Sulbar,101,0,3,3
2021-06-23,Sulbar,136,12,47,35
2021-06-24,Sulbar,148,1,13,12
2021-06-25,Sulbar,152,1,5,4
2021-06-26,Sulbar,153,1,2,1
2021-06-27,Sulbar,185,0,32,32
2021-06-28,Sulbar,200,4,19,15
2021-06-29,Sulbar,197,11,8,-3
2021-06-30,Sulbar,212,23,39,16
2021-07-01,Sulbar,306,7,101,94
2021-07-02,Sulbar,316,16,26,10
2021-07-03,Sulbar,330,6,20,14
2021-07-04,Sulbar,379,14,64,50
2021-07-05,Sulbar,399,1,22,21
2021-07-06,Sulbar,443,0,45,45
2021-07-07,Sulbar,478,26,62,36
2021-07-08,Sulbar,518,4,45,41
2021-07-09,Sulbar,529,23,34,11
2021-07-10,Sulbar,554,36,63,27
2021-07-11,Sulbar,610,23,80,57
2021-07-12,Sulbar,597,15,3,-12
2021-07-13,Sulbar,630,38,72,34
2021-07-14,Sulbar,652,8,33,25
2021-07-15,Sulbar,730,39,117,78
2021-07-16,Sulbar,838,25,134,109
2021-07-17,Sulbar,882,32,76,44
2021-07-18,Sulbar,941,30,90,60
2021-07-19,Sulbar,963,37,62,25
2021-07-20,Sulbar,1027,65,132,67
2021-07-21,Sulbar,1018,79,71,-8
2021-07-22,Sulbar,1098,68,151,83
2021-07-23,Sulbar,1128,45,77,32
2021-07-24,Sulbar,1233,34,141,107
2021-07-25,Sulbar,1275,60,102,42
2021-07-26,Sulbar,1307,64,100,36
2021-07-27,Sulbar,1339,112,146,34
2021-07-28,Sulbar,1364,53,79,26
2021-07-29,Sulbar,1388,72,99,27
2021-07-30,Sulbar,1446,60,123,63
2021-07-31,Sulbar,1536,75,169,94
2021-08-01,Sulbar,1624,63,154,91
2021-08-02,Sulbar,1661,39,80,41
2021-08-03,Sulbar,1673,100,116,16
2021-08-04,Sulbar,1730,110,169,59
2021-08-05,Sulbar,1733,168,174,6
2021-08-06,Sulbar,1765,109,143,34
2021-08-07,Sulbar,1755,97,88,-9
2021-08-08,Sulbar,1723,82,55,-27
2021-08-09,Sulbar,1674,105,62,-43
2021-08-10,Sulbar,1732,162,224,62
2021-08-11,Sulbar,1824,122,220,98
2021-08-12,Sulbar,1809,134,121,-13
2021-08-13,Sulbar,1889,136,222,86
2021-08-14,Sulbar,1928,126,171,45
2021-08-15,Sulbar,1904,122,100,-22
2021-08-16,Sulbar,1885,82,66,-16
2021-08-17,Sulbar,1864,175,156,-19
2021-08-18,Sulbar,1770,140,54,-86
2021-08-19,Sulbar,1657,209,99,-110
2021-08-20,Sulbar,1634,108,89,-19
2021-08-21,Sulbar,1613,121,109,-12
2021-08-22,Sulbar,1589,104,83,-21
2021-08-23,Sulbar,1487,110,14,-96
2021-08-24,Sulbar,1422,157,103,-54
2021-08-25,Sulbar,1330,130,44,-86
2021-08-26,Sulbar,1288,104,65,-39
2021-08-27,Sulbar,1184,127,25,-102
2021-08-28,Sulbar,1140,104,60,-44
2021-08-29,Sulbar,1099,86,48,-38
2021-08-30,Sulbar,1044,76,24,-52
2021-08-31,Sulbar,1001,84,47,-37
2021-09-01,Sulbar,955,83,41,-42
2021-09-02,Sulbar,951,61,59,-2
2021-09-03,Sulbar,936,39,25,-14
2021-09-04,Sulbar,927,38,32,-6
2021-09-05,Sulbar,883,65,25,-40
2021-09-06,Sulbar,840,53,15,-38
2021-09-07,Sulbar,735,125,22,-103
2021-09-08,Sulbar,697,69,31,-38
2021-09-09,Sulbar,690,41,36,-5
2021-09-10,Sulbar,646,66,22,-44
2021-09-11,Sulbar,592,71,17,-54
2021-09-12,Sulbar,545,66,19,-47
2021-09-13,Sulbar,503,52,11,-41
2021-09-14,Sulbar,497,25,21,-4
2021-09-15,Sulbar,492,28,24,-4
2021-09-16,Sulbar,487,20,16,-4
2021-09-17,Sulbar,445,58,16,-42
2021-09-18,Sulbar,431,24,10,-14
2021-09-19,Sulbar,423,24,17,-7
2021-09-20,Sulbar,406,29,12,-17
2021-09-21,Sulbar,371,51,17,-34
2021-09-22,Sulbar,347,34,14,-20
2021-09-23,Sulbar,340,23,16,-7
2021-09-24,Sulbar,317,34,11,-23
2021-09-25,Sulbar,307,17,8,-9
2021-09-26,Sulbar,307,13,13,0
2021-09-27,Sulbar,278,32,4,-28
2021-09-28,Sulbar,267,26,16,-10
2021-09-29,Sulbar,261,28,23,-5
2021-09-30,Sulbar,256,15,10,-5
2020-03-21,NTT,0,0,0,0
2020-03-22,NTT,0,0,0,0
2020-03-23,NTT,0,0,0,0
2020-03-24,NTT,0,0,0,0
2020-03-25,NTT,0,0,0,0
2020-03-26,NTT,0,0,0,0
2020-03-27,NTT,0,0,0,0
2020-03-28,NTT,0,0,0,0
2020-03-29,NTT,0,0,0,0
2020-03-30,NTT,0,0,0,0
2020-03-31,NTT,0,0,0,0
2020-04-01,NTT,0,0,0,0
2020-04-02,NTT,0,0,0,0
2020-04-03,NTT,0,0,0,0
2020-04-04,NTT,0,0,0,0
2020-04-05,NTT,0,0,0,0
2020-04-06,NTT,0,0,0,0
2020-04-07,NTT,0,0,0,0
2020-04-08,NTT,0,0,0,0
2020-04-09,NTT,1,0,1,1
2020-04-10,NTT,1,0,0,0
2020-04-11,NTT,1,0,0,0
2020-04-12,NTT,1,0,0,0
2020-04-13,NTT,1,0,0,0
2020-04-14,NTT,1,0,0,0
2020-04-15,NTT,1,0,0,0
2020-04-16,NTT,1,0,0,0
2020-04-17,NTT,1,0,0,0
2020-04-18,NTT,1,0,0,0
2020-04-19,NTT,1,0,0,0
2020-04-20,NTT,1,0,0,0
2020-04-21,NTT,1,0,0,0
2020-04-22,NTT,1,0,0,0
2020-04-23,NTT,1,0,0,0
2020-04-24,NTT,1,0,0,0
2020-04-25,NTT,1,0,0,0
2020-04-26,NTT,0,1,0,-1
2020-04-27,NTT,0,0,0,0
2020-04-28,NTT,0,0,0,0
2020-04-29,NTT,0,0,0,0
2020-04-30,NTT,2,0,2,2
2020-05-01,NTT,2,0,0,0
2020-05-02,NTT,2,0,0,0
2020-05-03,NTT,9,0,7,7
2020-05-04,NTT,9,0,0,0
2020-05-05,NTT,11,0,2,2
2020-05-06,NTT,11,0,0,0
2020-05-07,NTT,11,0,0,0
2020-05-08,NTT,11,0,0,0
2020-05-09,NTT,11,0,0,0
2020-05-10,NTT,11,0,0,0
2020-05-11,NTT,11,0,0,0
2020-05-12,NTT,15,0,0,0
2020-05-13,NTT,18,0,3,3
2020-05-14,NTT,17,0,0,0
2020-05-15,NTT,17,0,0,0
2020-05-16,NTT,44,1,28,27
2020-05-17,NTT,52,4,12,8
2020-05-18,NTT,61,0,9,9
2020-05-19,NTT,64,0,3,3
2020-05-20,NTT,69,0,5,5
2020-05-21,NTT,72,0,3,3
2020-05-22,NTT,72,0,0,0
2020-05-23,NTT,72,0,0,0
2020-05-24,NTT,72,0,0,0
2020-05-25,NTT,75,0,3,3
2020-05-26,NTT,77,1,3,2
2020-05-27,NTT,75,2,0,-2
2020-05-28,NTT,75,0,0,0
2020-05-29,NTT,77,3,5,2
2020-05-30,NTT,78,0,1,1
2020-05-31,NTT,77,2,1,-1
2020-06-01,NTT,82,0,5,5
2020-06-02,NTT,82,0,0,0
2020-06-03,NTT,82,0,0,0
2020-06-04,NTT,82,0,0,0
2020-06-05,NTT,82,0,0,0
2020-06-06,NTT,82,0,0,0
2020-06-07,NTT,82,0,0,0
2020-06-08,NTT,72,16,6,-10
2020-06-09,NTT,72,0,0,0
2020-06-10,NTT,67,7,2,-5
2020-06-11,NTT,67,0,0,0
2020-06-12,NTT,67,0,0,0
2020-06-13,NTT,67,0,0,0
2020-06-14,NTT,67,3,3,0
2020-06-15,NTT,67,0,0,0
2020-06-16,NTT,67,0,0,0
2020-06-17,NTT,67,0,0,0
2020-06-18,NTT,67,0,0,0
2020-06-19,NTT,67,0,0,0
2020-06-20,NTT,67,0,0,0
2020-06-21,NTT,70,0,3,3
2020-06-22,NTT,70,0,0,0
2020-06-23,NTT,70,0,0,0
2020-06-24,NTT,70,0,0,0
2020-06-25,NTT,70,0,0,0
2020-06-26,NTT,72,0,2,2
2020-06-27,NTT,72,0,0,0
2020-06-28,NTT,72,0,0,0
2020-06-29,NTT,72,0,0,0
2020-06-30,NTT,72,0,0,0
2020-07-01,NTT,72,0,0,0
2020-07-02,NTT,63,14,5,-9
2020-07-03,NTT,63,0,0,0
2020-07-04,NTT,63,0,0,0
2020-07-05,NTT,63,0,0,0
2020-07-06,NTT,63,0,0,0
2020-07-07,NTT,63,0,0,0
2020-07-08,NTT,29,37,3,-34
2020-07-09,NTT,29,0,0,0
2020-07-10,NTT,29,0,0,0
2020-07-11,NTT,29,0,0,0
2020-07-12,NTT,29,0,0,0
2020-07-13,NTT,29,0,0,0
2020-07-14,NTT,29,0,0,0
2020-07-15,NTT,29,0,0,0
2020-07-16,NTT,29,0,0,0
2020-07-17,NTT,29,0,0,0
2020-07-18,NTT,27,12,10,-2
2020-07-19,NTT,27,0,0,0
2020-07-20,NTT,27,3,3,0
2020-07-21,NTT,26,4,3,-1
2020-07-22,NTT,26,0,0,0
2020-07-23,NTT,26,0,0,0
2020-07-24,NTT,26,0,0,0
2020-07-25,NTT,26,0,0,0
2020-07-26,NTT,34,0,8,8
2020-07-27,NTT,34,0,0,0
2020-07-28,NTT,34,0,0,0
2020-07-29,NTT,34,0,0,0
2020-07-30,NTT,34,0,0,0
2020-07-31,NTT,34,0,0,0
2020-08-01,NTT,34,0,0,0
2020-08-02,NTT,30,10,6,-4
2020-08-03,NTT,30,0,0,0
2020-08-04,NTT,30,0,0,0
2020-08-05,NTT,22,9,1,-8
2020-08-06,NTT,22,0,0,0
2020-08-07,NTT,21,1,0,-1
2020-08-08,NTT,21,0,0,0
2020-08-09,NTT,21,0,0,0
2020-08-10,NTT,21,0,0,0
2020-08-11,NTT,23,1,3,2
2020-08-12,NTT,24,6,7,1
2020-08-13,NTT,24,0,0,0
2020-08-14,NTT,24,0,0,0
2020-08-15,NTT,26,1,3,2
2020-08-16,NTT,26,0,0,0
2020-08-17,NTT,26,0,0,0
2020-08-18,NTT,26,0,0,0
2020-08-19,NTT,26,0,0,0
2020-08-20,NTT,26,0,0,0
2020-08-21,NTT,26,0,0,0
2020-08-22,NTT,20,10,5,-5
2020-08-23,NTT,20,1,1,0
2020-08-24,NTT,20,0,0,0
2020-08-25,NTT,21,0,1,1
2020-08-26,NTT,22,0,1,1
2020-08-27,NTT,17,6,1,-5
2020-08-28,NTT,18,1,2,1
2020-08-29,NTT,18,0,0,0
2020-08-30,NTT,19,0,1,1
2020-08-31,NTT,19,0,0,0
2020-09-01,NTT,21,0,2,2
2020-09-02,NTT,30,3,12,9
2020-09-03,NTT,35,4,9,5
2020-09-04,NTT,37,0,2,2
2020-09-05,NTT,33,6,2,-4
2020-09-06,NTT,34,1,2,1
2020-09-07,NTT,33,0,0,0
2020-09-08,NTT,36,0,3,3
2020-09-09,NTT,39,0,4,4
2020-09-10,NTT,39,0,0,0
2020-09-11,NTT,39,0,0,0
2020-09-12,NTT,42,0,4,4
2020-09-13,NTT,60,2,20,18
2020-09-14,NTT,60,0,0,0
2020-09-15,NTT,99,0,39,39
2020-09-16,NTT,111,1,13,12
2020-09-17,NTT,122,2,13,11
2020-09-18,NTT,129,4,11,7
2020-09-19,NTT,130,1,2,1
2020-09-20,NTT,85,51,6,-45
2020-09-21,NTT,85,0,0,0
2020-09-22,NTT,96,0,11,11
2020-09-23,NTT,103,9,17,8
2020-09-24,NTT,121,0,18,18
2020-09-25,NTT,142,0,21,21
2020-09-26,NTT,138,10,6,-4
2020-09-27,NTT,146,0,8,8
2020-09-28,NTT,133,13,0,-13
2020-09-29,NTT,132,5,4,-1
2020-09-30,NTT,144,6,18,12
2020-10-01,NTT,151,8,5,-3
2020-10-02,NTT,148,3,10,7
2020-10-03,NTT,157,0,9,9
2020-10-04,NTT,152,21,16,-5
2020-10-05,NTT,140,13,1,-12
2020-10-06,NTT,128,14,2,-12
2020-10-07,NTT,143,3,18,15
2020-10-08,NTT,182,7,47,40
2020-10-09,NTT,195,6,19,13
2020-10-10,NTT,199,3,7,4
2020-10-11,NTT,206,0,7,7
2020-10-12,NTT,205,1,0,-1
2020-10-13,NTT,203,9,7,-2
2020-10-14,NTT,198,7,2,-5
2020-10-15,NTT,199,0,1,1
2020-10-16,NTT,175,31,7,-24
2020-10-17,NTT,171,6,2,-4
2020-10-18,NTT,174,0,3,3
2020-10-19,NTT,175,0,1,1
2020-10-20,NTT,174,5,4,-1
2020-10-21,NTT,182,5,13,8
2020-10-22,NTT,186,6,10,4
2020-10-23,NTT,193,12,19,7
2020-10-24,NTT,199,9,15,6
2020-10-25,NTT,202,0,3,3
2020-10-26,NTT,203,0,1,1
2020-10-27,NTT,211,6,14,8
2020-10-28,NTT,199,14,2,-12
2020-10-29,NTT,207,2,10,8
2020-10-30,NTT,174,33,0,-33
2020-10-31,NTT,176,0,2,2
2020-11-01,NTT,184,1,9,8
2020-11-02,NTT,187,1,4,3
2020-11-03,NTT,192,17,24,7
2020-11-04,NTT,197,5,10,5
2020-11-05,NTT,201,9,15,6
2020-11-06,NTT,188,21,8,-13
2020-11-07,NTT,201,4,17,13
2020-11-08,NTT,195,16,10,-6
2020-11-09,NTT,189,7,1,-6
2020-11-10,NTT,192,5,8,3
2020-11-11,NTT,198,0,6,6
2020-11-12,NTT,208,2,12,10
2020-11-13,NTT,216,7,18,11
2020-11-14,NTT,223,0,7,7
2020-11-15,NTT,223,0,0,0
2020-11-16,NTT,230,4,11,7
2020-11-17,NTT,251,4,25,21
2020-11-18,NTT,277,7,33,26
2020-11-19,NTT,277,0,0,0
2020-11-20,NTT,269,21,13,-8
2020-11-21,NTT,293,1,25,24
2020-11-22,NTT,298,7,14,7
2020-11-23,NTT,292,14,8,-6
2020-11-24,NTT,292,1,1,0
2020-11-25,NTT,324,9,42,33
2020-11-26,NTT,397,2,75,73
2020-11-27,NTT,430,0,33,33
2020-11-28,NTT,445,12,27,15
2020-11-29,NTT,496,1,52,51
2020-11-30,NTT,496,20,20,0
2020-12-01,NTT,498,29,33,4
2020-12-02,NTT,523,2,29,27
2020-12-03,NTT,542,5,26,21
2020-12-04,NTT,563,7,29,22
2020-12-05,NTT,580,0,18,18
2020-12-06,NTT,601,3,25,22
2020-12-07,NTT,658,0,58,58
2020-12-08,NTT,666,13,21,8
2020-12-09,NTT,684,7,27,20
2020-12-10,NTT,704,12,33,21
2020-12-11,NTT,691,18,6,-12
2020-12-12,NTT,692,19,22,3
2020-12-13,NTT,682,19,10,-9
2020-12-14,NTT,683,0,1,1
2020-12-15,NTT,694,1,12,11
2020-12-16,NTT,697,36,41,5
2020-12-17,NTT,724,16,43,27
2020-12-18,NTT,742,47,65,18
2020-12-19,NTT,807,6,71,65
2020-12-20,NTT,805,29,29,0
2020-12-21,NTT,808,8,13,5
2020-12-22,NTT,880,13,86,73
2020-12-23,NTT,843,88,52,-36
2020-12-24,NTT,869,11,37,26
2020-12-25,NTT,854,31,16,-15
2020-12-26,NTT,852,1,0,-1
2020-12-27,NTT,877,4,29,25
2020-12-28,NTT,890,3,17,14
2020-12-29,NTT,913,7,30,23
2020-12-30,NTT,893,69,53,-16
2020-12-31,NTT,915,2,26,24
2021-01-01,NTT,928,1,14,13
2021-01-02,NTT,960,3,35,32
2021-01-03,NTT,915,61,19,-42
2021-01-04,NTT,904,14,4,-10
2021-01-05,NTT,944,15,57,42
2021-01-06,NTT,929,38,24,-14
2021-01-07,NTT,956,52,79,27
2021-01-08,NTT,922,85,51,-34
2021-01-09,NTT,936,16,31,15
2021-01-10,NTT,959,19,45,26
2021-01-11,NTT,906,64,12,-52
2021-01-12,NTT,936,0,37,37
2021-01-13,NTT,1070,33,171,138
2021-01-14,NTT,1120,0,56,56
2021-01-15,NTT,1151,25,57,32
2021-01-16,NTT,1234,29,118,89
2021-01-17,NTT,1218,82,67,-15
2021-01-18,NTT,1296,20,101,81
2021-01-19,NTT,1303,0,7,7
2021-01-20,NTT,1437,55,192,137
2021-01-21,NTT,1481,0,44,44
2021-01-22,NTT,1679,67,275,208
2021-01-23,NTT,1895,49,271,222
2021-01-24,NTT,1893,75,74,-1
2021-01-25,NTT,1930,80,121,41
2021-01-26,NTT,2067,76,221,145
2021-01-27,NTT,2167,24,127,103
2021-01-28,NTT,2240,38,116,78
2021-01-29,NTT,2242,87,93,6
2021-01-30,NTT,2376,22,163,141
2021-01-31,NTT,2291,138,56,-82
2021-02-01,NTT,2310,114,134,20
2021-02-02,NTT,2339,142,173,31
2021-02-03,NTT,2391,59,112,53
2021-02-04,NTT,2458,88,158,70
2021-02-05,NTT,2682,164,389,225
2021-02-06,NTT,2728,147,198,51
2021-02-07,NTT,2875,64,213,149
2021-02-08,NTT,2864,90,83,-7
2021-02-09,NTT,2877,99,113,14
2021-02-10,NTT,2928,27,90,63
2021-02-11,NTT,2817,138,32,-106
2021-02-12,NTT,2936,60,185,125
2021-02-13,NTT,2817,351,235,-116
2021-02-14,NTT,2906,157,252,95
2021-02-15,NTT,2798,223,115,-108
2021-02-16,NTT,2633,292,130,-162
2021-02-17,NTT,2579,154,103,-51
2021-02-18,NTT,2613,188,224,36
2021-02-19,NTT,2605,135,133,-2
2021-02-20,NTT,2607,170,176,6
2021-02-21,NTT,2453,252,101,-151
2021-02-22,NTT,2253,334,137,-197
2021-02-23,NTT,2323,122,195,73
